"","main_Rho","Herbivore_Rho","Carnivore_Rho","main_P","Herbivore_P","Carnivore_P","main_p.adj","Herbivore_p.adj","Carnivore_p.adj","Driver","DriverNumeric"
"TSPAN32",-0.693230972528292,-0.606275975886779,0.867857788966091,1,0.544331508864409,0.385472189383777,1,0.779078984516855,0.608982291708808,"Unclear",0
"TRAM2",-2.24042410052659,-0.736901994193227,3.6112396895423,0.0751902093448889,0.46118195123822,0.00030473685708315,0.354934708701699,0.720580127975738,0.00586725751595304,"Carnivore",2
"CLDN18",-1.24699385992278,-2.78912803049821,0.0643933084992662,0.637199246865148,0.0052850167660116,0.948657058014786,1,0.0586745457262205,0.975585078680839,"Herbivore",1
"NDUFB4",-4.17630225251906,-2.15622038855654,4.34224168419942,8.8885823140625e-05,0.0310664602386419,1.41036261904052e-05,0.00411426138777763,0.170041379438941,0.000741525269318613,"Carnivore",2
"HEATR6",-3.05355239888724,-2.65081121419267,3.23193288009633,0.00678447671178077,0.00802987108413348,0.00122955933401736,0.0749240038634582,0.0755439693562729,0.0153562157023415,"Unclear",0
"ERLEC1",-2.44439274574825,-1.07034632478852,2.54071961348708,0.0435288647663418,0.284463449925895,0.0110624594569082,0.248339748519637,0.570934628510256,0.0673193860192344,"Carnivore",2
"TMEM131",0.019412569283344,-2.43769423104648,0.710187980140696,1,0.0147812710138081,0.477587573607463,1,0.110972497388984,0.684780313267351,"Herbivore",1
"TMEM38A",-1.86358614372972,-2.23307269132762,1.30591194687939,0.187139534966217,0.0255441511367473,0.191582503351973,0.625694319745508,0.151498406796757,0.402856398112658,"Herbivore",1
"ACTR6",NA,1.78511413803029,-1.11451393379905,NA,0.0742428051846003,0.2650587701791,NA,0.277420857850982,0.489461958391641,"MissingData",5
"FAP",1.07960023286775,2.2121282248422,-0.738677143815436,0.840960713128286,0.026957806410324,0.460103067881782,1,0.15656074110601,0.672162618453158,"Herbivore",1
"DMRT3",1.25763875444182,0.224644687725782,-1.82460063601487,0.62556729314796,0.822255697496544,0.0680613173835388,1,0.92800045959626,0.216143195247365,"Carnivore",2
"GAL3ST2",-0.360089967280517,-0.897709589390244,-1.04469238603839,1,0.369340395739058,0.296165164968461,1,0.648747125545556,0.523810348815661,"Unclear",0
"UHRF1BP1",-1.63894184762633,-3.11091762668307,3.09764855219555,0.303676113838308,0.00186506958269553,0.00195062605356318,0.842483425170906,0.0299049837001421,0.0215356563637515,"Unclear",0
"OSTM1",-1.08759094538489,-2.37491848887224,-0.011965889355213,0.830327189352133,0.0175528259155004,0.990452829459048,1,0.121795271945353,0.99568386124988,"Herbivore",1
"SLC13A1",-1.17295291650944,-2.58668165224598,1.44395886711405,0.722444062236466,0.0096905076667858,0.148750546066561,1,0.0846753367214383,0.347701222011951,"Herbivore",1
"HSPB11",-1.56410921050944,-0.698358201599352,1.6812776964531,0.353375769956208,0.48495320940446,0.0927089879909162,0.920864712777282,0.7383609618073,0.260135296215601,"Carnivore",2
"STRADB",-1.78567557213346,-1.05928363268124,2.22630974978884,0.222455408405467,0.289470626690014,0.0259934408674942,0.695129288074992,0.575850440355724,0.118336267778015,"Carnivore",2
"DLG3",2.09403239636974,1.7553091011348,-1.90210030909064,0.108771283342294,0.0792064505850748,0.0571580420754681,0.444601508935508,0.288766837052064,0.193273100672096,"Both",3
"PLOD1",0.570107195487323,0.404682734919627,-0.828533769870263,1,0.685710734631065,0.40736827832632,1,0.862033477139012,0.628201907619001,"Carnivore",2
"OXCT1",-2.4489482313778,-2.15012494977633,2.32730304531459,0.0429822116600255,0.0315453325719537,0.0199491418124199,0.24688020998292,0.171285247075368,0.0994942770923245,"Both",3
"FAM234B",-0.563816588098438,-0.915320575058016,0.72839217684888,1,0.360023360786932,0.466373550810092,1,0.64030274896149,0.676916899954764,"Unclear",0
"RRN3",-2.16185740850935,-0.204888473409922,3.44632944109421,0.0918875064529454,0.837659261068567,0.000568257147275708,0.402346550153233,0.934518477710813,0.00901358937087006,"Carnivore",2
"MOGAT2",-1.63906538682853,-2.95697969214525,0.35755880184171,0.303598928228292,0.0031066857831063,0.720673513935385,0.842483425170906,0.0419985570128191,0.852282157219535,"Herbivore",1
"CHERP",-2.22527000000988,-0.629596057903763,0.787010240965846,0.0781893543613178,0.528958903416148,0.431275871218104,0.363159050518095,0.769580366706071,0.64935368734421,"DoubleBoth",4
"AQP2",-1.00627988737199,-1.72376975034909,1.04170915760059,0.942842857804814,0.0847494175082486,0.297546541981793,1,0.300852013038501,0.524920987104062,"Herbivore",1
"DIMT1",-0.311175945253391,-0.995524418963359,-0.417561651167994,1,0.319481273892265,0.676267639971787,1,0.603391805502191,0.825140904110335,"Herbivore",1
"EIF2AK1",-0.27345756933334,-0.26192526475683,-0.618440746248094,1,0.793379060949253,0.536284845541643,1,0.916256884623085,0.729190272394402,"Carnivore",2
"NME8",-4.31263554675292,-1.12011002757972,3.43967283370474,4.8395975860642e-05,0.262666878009335,0.000582417776213487,0.00267798163368488,0.549890675800704,0.00917048806379289,"Both",3
"EPDR1",-0.242021350978742,0.740688427822328,-0.495396158630768,1,0.458882377498383,0.620320505752145,1,0.718649705977902,0.790622092303357,"Unclear",0
"HBQ1",-0.777056812178237,-1.71238084942928,-0.189004080879117,1,0.0868265059077842,0.850089618359579,1,0.304004648208173,0.926692590348919,"Herbivore",1
"RBM22",NA,3.05855777238115,NA,NA,0.00222405191260693,NA,NA,0.0336411354537878,NA,"MissingData",5
"HSD17B2",-4.44753217992841,-2.45864890812847,3.19676894013422,2.60587348256041e-05,0.0139460927953824,0.00138976203312724,0.00168449502663614,0.107439267167468,0.0166649535024994,"Both",3
"ZW10",0.764913189606503,-0.109500007223047,-1.26893108987084,1,0.912805916041118,0.204465642629094,1,0.964497109957033,0.418990170102709,"Carnivore",2
"ITGB4",3.71705976763988,3.65135718031495,-5.08812297868486,0.000604664324356591,0.000260858149469995,3.61624849778208e-07,0.0145556193778103,0.00804038596218267,5.85161301759279e-05,"Unclear",0
"TRIP6",-0.593807745020739,-0.599761304429539,0.624102640787544,1,0.548665325363936,0.532560179743791,1,0.781898739126433,0.726480083043158,"Unclear",0
"ADAM11",-0.00925097359228081,-0.0432225507652551,-1.65572960722965,1,0.965524128973189,0.0977765886862672,1,0.987181066103477,0.269337814970894,"Carnivore",2
"SLC22A4",-2.77272937475992,-3.75403601760816,1.90610426162374,0.0166764984330227,0.000174009843470091,0.0566366799127916,0.134134899013017,0.0060139137586497,0.192158338413504,"Herbivore",1
"TFAP2C",0.562807810968407,2.28405940131623,-0.031517930618093,1,0.0223680401507898,0.974856492682947,1,0.139599261173037,0.987464943110372,"Herbivore",1
"SULT2B1",-2.75775024161016,-2.55894609716679,1.24951866527099,0.0174601941763318,0.0104990019252123,0.211475430929454,0.137816069506551,0.0890628172157768,0.42678245267564,"Both",3
"EPS8L1",0.697495848947724,-2.17154496715606,-2.12513749182094,1,0.0298900018717571,0.0335751419842753,1,0.166604896952996,0.138852973052131,"Unclear",0
"REM1",0.93539621594883,2.08332892960682,0.49399314016118,1,0.0372212515078381,0.621311024141511,1,0.18748268045076,0.791280924029465,"Herbivore",1
"PDRG1",-0.57036187990257,0.301277806381004,0.714991264717544,1,0.76320266311269,0.47461444096141,1,0.900248556122998,0.682710030336682,"Carnivore",2
"PPP1R13B",2.19531932261232,-0.120497087731039,-2.98920403791947,0.0844220993591084,0.904089386491625,0.00279705279259921,0.381463761400587,0.961617997257362,0.0272177482020894,"Carnivore",2
"TGM6",-0.966891385730491,0.170931310277265,0.0628391152788541,1,0.864277776912845,0.949894617913863,1,0.947635428580564,0.975953958457552,"DoubleBoth",4
"RALGAPA2",-0.778812006611923,-1.90683578442217,-0.614181570516356,1,0.0565418558581123,0.539095350332219,1,0.239667087239577,0.731116626738904,"Herbivore",1
"RPL6",-1.43962388065672,-0.103230017376918,1.73800142909942,0.449921518640091,0.917780416747966,0.0822105619628243,1,0.966505213193618,0.242249700222416,"Carnivore",2
"ESF1",-0.527966791104321,-0.683488036278867,1.34694075947084,1,0.494298507433154,0.177999312859269,1,0.745032965127765,0.387068064709302,"Carnivore",2
"SLC8B1",-0.812648167380807,-1.51463474597342,-0.270593084490484,1,0.129864927914857,0.786704015244041,1,0.379590997188328,0.89083305621802,"Herbivore",1
"SIRT4",-0.769959441260234,-0.698359723246847,0.351989889579399,1,0.48495225803267,0.724845844839419,1,0.7383609618073,0.85432724320821,"Both",3
"TRMT6",-1.95226540171134,0.398894459382848,2.74876978792286,0.152720108673867,0.689970971879208,0.0059819383745812,0.550960661482313,0.864404272017669,0.0456832947377235,"Carnivore",2
"HAUS5",-2.85686870520511,-0.72598757816566,2.39403819533515,0.0128352832182906,0.467846385636146,0.0166640133558505,0.113030383103173,0.725399087887535,0.0882338441485661,"Both",3
"UQCRC1",-1.36493628963718,0.183160761117476,2.18430334425585,0.51681922538042,0.854671881574953,0.02893996520165,1,0.942406566561117,0.127078917195745,"Carnivore",2
"GMIP",-2.72362404585652,-2.64789237766294,3.32811745483576,0.0193709887121844,0.00809953055589888,0.000874349947280584,0.147540232461467,0.0758746965673364,0.012039926883936,"Unclear",0
"LAG3",-1.83472114293705,-0.385211395311036,0.856378949693374,0.199641053745747,0.700080801348888,0.391788204397609,0.650653555963233,0.869482009735969,0.613966421629587,"DoubleBoth",4
"OTUB2",0.783560587402695,0.664197599878807,-0.716022389047617,1,0.506563849422112,0.473977524384486,1,0.753777052720372,0.682366623904277,"Both",3
"TFAP4",-0.691479453186135,1.11473822478089,0.410259694186099,1,0.264962615586632,0.681615455557641,1,0.552057363874751,0.828984836838917,"Herbivore",1
"PDCD7",-1.14313859951799,-1.74306040196295,0.341012187998207,0.758943150900238,0.0813230645308113,0.733094406413181,1,0.293578074160339,0.858865647778341,"Herbivore",1
"SPG21",-0.678830939172433,-0.0289078573215747,0.985995768525415,1,0.976938079005633,0.324135189315288,1,0.99118611183039,0.553300129609943,"Carnivore",2
"CHRD",-3.93254246812077,-1.44455360090549,4.03702945754377,0.000252156373457509,0.148583313656039,5.41322739708101e-05,0.00822084594074406,0.407782584334936,0.00180484923214872,"Carnivore",2
"GNPTG",-1.61620546007139,-0.155038051627605,0.717266212110641,0.318149696039132,0.876791319115194,0.473209851185748,0.865775901197397,0.952158012296541,0.681890179134935,"DoubleBoth",4
"EFNB1",0.596236416016778,-0.00205753186653796,-1.49779644804799,1,0.998358328248649,0.134186143952803,1,0.999097989910622,0.327031130291933,"Carnivore",2
"GLG1",-3.85065681709806,-4.30433247388141,3.50332904263117,0.000353404418683899,1.67489975494407e-05,0.000459481492177446,0.010271329587214,0.00131151932984968,0.00780703186200254,"Unclear",0
"DLL3",-0.942370606037714,-0.641354138788637,1.0386642894809,1,0.52129262218436,0.298960894806667,1,0.764119380809034,0.526525530007948,"Carnivore",2
"NAT14",0.632332409817525,0.717920449289009,-1.29378985699659,1,0.472806338273288,0.19573801717444,1,0.729766309784368,0.408623152054984,"Carnivore",2
"AASDH",-2.75083606746285,0.187716265942297,3.65699027841853,0.0178330148260532,0.851099078565102,0.00025519405513021,0.139656252400167,0.940322061513308,0.00519754664708743,"Carnivore",2
"DLD",0.200680500165214,-0.600261714731445,-0.243069360607483,1,0.54833182962096,0.807951666199093,1,0.781698384021648,0.901366380745265,"Herbivore",1
"ABCC6",-3.70333264415434,-4.11026063169253,1.99558879075149,0.00063835672085088,3.95212781499683e-05,0.0459787006310807,0.0151239111257514,0.00231427225143827,0.16871293074358,"Herbivore",1
"CMTM6",0.134474566560779,0.590248802684845,0.03605107597215,1,0.555023857862866,0.97124163266257,1,0.786259544843489,0.986222875089279,"Herbivore",1
"APOH",0.0870385582606816,-0.360100248135083,0.37958815437635,1,0.718772167235141,0.704251155268606,1,0.880486809170825,0.842530008874693,"Unclear",0
"SPAG7",1.15197196486845,2.1985353044986,-0.497629607921959,0.74799778159509,0.0279109815534319,0.618745131086514,1,0.159523660084477,0.789618139365858,"Herbivore",1
"RGS17",-0.748071834873695,1.29071846551007,1.18963568976465,1,0.196801319231088,0.234189611944191,1,0.472957392455266,0.45409147214399,"Unclear",0
"CCDC80",0.0314850880841144,-0.0211518200271662,0.125233688811619,1,0.983124547721617,0.900338547366229,1,0.993374908175048,0.953127377032325,"Carnivore",2
"HAUS4",1.11394035279048,1.45012503341289,-0.0338473066807207,0.795914329157917,0.14702365542069,0.97299891226156,1,0.405868654829917,0.987045759978923,"Herbivore",1
"CEBPE",-0.681218681079402,1.14760804258653,0.154391086024377,1,0.251130408140128,0.877301381714047,1,0.537114987719528,0.942587391985395,"Herbivore",1
"OSGEP",-1.79701123787524,-1.04031981098389,1.09880267918956,0.217001507142134,0.298191343103956,0.271854143347875,0.684116339195741,0.583931931738733,0.497428906488439,"Both",3
"TGM1",3.06620295403536,1.97756472225616,-3.54652202347324,0.00650388310565487,0.0479778323163385,0.000390352113368747,0.0730080351313669,0.216868788190642,0.00695465015251878,"Carnivore",2
"TEKT2",-1.32830957268734,-1.66794116108137,1.79632651887433,0.552227575895844,0.0953274076151839,0.072442602683425,1,0.318863344504099,0.224232074217921,"Unclear",0
"XYLB",0.405153993160845,-0.656880377737447,-0.810327928386266,1,0.5112578361925,0.417751727938321,1,0.757493443038778,0.63670512193478,"Unclear",0
"ADH7",0.0237105417103019,-2.13487457421852,0.0717547309852417,1,0.032771256704144,0.942797099346229,1,0.174744050524982,0.972575867959692,"Herbivore",1
"KRT23",1.50606352772691,-0.260466044037622,-1.13005262321033,0.396152598789633,0.794504304519383,0.258454051239106,0.987385827496781,0.916747853373866,0.481312096610114,"DoubleBoth",4
"CDC6",-2.59369495289707,-1.08108477890454,3.39564236244144,0.0284852071529652,0.279659403491753,0.00068467757569467,0.191738174000458,0.567417058469587,0.0101433465080993,"Carnivore",2
"AAAS",-0.474802116096404,-0.178926518792602,-0.0898795347333846,1,0.857995399803343,0.928382944236557,1,0.944190898878858,0.966430898752863,"DoubleBoth",4
"CBX5",NA,3.28315446243013,NA,NA,0.00102652402984678,NA,NA,0.0201439806292814,NA,"MissingData",5
"KLHL20",NA,2.29566367320029,NA,NA,0.021695119040674,NA,NA,0.137365697082142,NA,"MissingData",5
"FMO2",-0.501454519880145,-1.83769420772071,1.33779739917791,1,0.0661074778733652,0.180962489946831,1,0.260524218052365,0.390967379501509,"Unclear",0
"RAB26",0.0933388665363621,-0.216734149884869,-0.556123498156199,1,0.82841553274451,0.578126432391867,1,0.930353174686881,0.761514306849937,"Carnivore",2
"PSMD5",-0.98590485702584,-1.87287387811793,0.39154931443007,0.972539409735432,0.0610858031119741,0.695391244563291,1,0.249676887136765,0.836944636891643,"Herbivore",1
"NANS",1.26748970065057,1.32071392618364,-0.72266895519466,0.614940731994806,0.186596768835503,0.469883292959116,1,0.460435563422829,0.679126785488873,"Herbivore",1
"SEMA4G",-2.47210027446477,-1.13498485581808,1.65170786696581,0.0402965502260247,0.25638166372046,0.0985941181759784,0.237456724455675,0.541740371169982,0.270694632574532,"Both",3
"MAPK13",-1.55680302021919,-1.7272013089161,2.17214236837926,0.358551779792494,0.084131515865477,0.0298449260861721,0.92967695670277,0.299777476514293,0.129245986155617,"Unclear",0
"TMEM14A",-1.39095036257716,-1.31534762842117,1.23189873637199,0.492721437919823,0.188393097961324,0.217986913510622,1,0.462676321947741,0.434442573685782,"Both",3
"PRRT1",0.973427058954595,1.17630559329036,-1.64736045767012,0.991023287704488,0.239472781470597,0.099483977963973,1,0.5223452184839,0.272434998478285,"Unclear",0
"ZNF184",0.37659779435956,-0.640451472154801,-0.0248552737404407,1,0.521879128674148,0.980170402585752,1,0.764193271808964,0.990003282306808,"Herbivore",1
"VCL",0.887487585022782,2.29619221290218,0.178099999289936,1,0.0216648935974194,0.858644442590041,1,0.137249392174575,0.932363042808912,"Herbivore",1
"SIRT1",-0.723884491051226,-1.35700935236095,1.57055910308216,1,0.174778238897896,0.116285095787758,1,0.445628605599091,0.299722143531113,"Unclear",0
"TGFBR3",-1.47446270977734,-0.0781458403959572,2.29768680233176,0.421071152493362,0.937712043294749,0.0215796212421597,1,0.974256426496032,0.105013839682316,"Carnivore",2
"TMED1",-0.478507437698982,0.488610257179313,0.763540964171458,1,0.62511764983811,0.445140841791278,1,0.827212995854839,0.659986475844552,"Carnivore",2
"OCEL1",-3.80678914857995,-2.95742322431431,2.60255649776723,0.000422348021018524,0.00310221993647155,0.00925315676340306,0.0115372555031235,0.0419731911104068,0.0603905027132343,"Both",3
"PSMD8",-0.178343198272724,-0.492297485967738,1.8784880669964,1,0.622509057120869,0.060314427986272,1,0.826189249723423,0.200563479351962,"Carnivore",2
"STX1B",NA,-2.79629470357902,NA,NA,0.00516922405382987,NA,NA,0.0579847423450024,NA,"MissingData",5
"EFNA2",-0.87297385354396,0.807351668277116,1.34992490433531,1,0.419463904022724,0.177040072280987,1,0.690958768302711,0.385497394998684,"Carnivore",2
"FGF22",-0.526814811119358,-0.379414901699666,0.289298975663563,1,0.704379786421534,0.772352596122676,1,0.871881783742393,0.882663827814693,"Both",3
"MARCHF2",-0.449236242838114,-0.412205041814755,0.501919030782033,1,0.680189142010534,0.615724477946577,1,0.857981919974587,0.787523857172482,"Unclear",0
"NDUFB7",-1.04522630383399,-0.27301324605039,1.08664730586245,0.8877551672934,0.784843033367148,0.277192710046668,1,0.91167555739201,0.504190973868604,"Carnivore",2
"TIMM13",NA,1.52093746053244,NA,NA,0.128275532183981,NA,NA,0.376943093033021,NA,"MissingData",5
"CDC34",NA,0.386358754477345,NA,NA,0.699230992243659,NA,NA,0.868918622569476,NA,"MissingData",5
"GADD45B",0.307555191581883,2.00545703606367,1.0592785528989,1,0.044914209447913,0.289472939443604,1,0.208899403426462,0.516960165132242,"Herbivore",1
"MAPK12",-0.0121046174272184,-1.11134641381472,-1.33679564893914,1,0.266419268307539,0.181289349857565,1,0.553502998058545,0.39144858612984,"Unclear",0
"SERPIND1",-3.51407056677027,-2.5330172441637,1.88173564025269,0.00132388669108477,0.0113085389524279,0.0598719181131916,0.0251958486119267,0.0939518748743739,0.199621736733495,"Both",3
