GO.ID	Description	p.Val	Empty	phenoType
Actin-Mediated Cell Contraction (GO:0070252)	Actin-Mediated Cell Contraction 	0.970699474333173		-1
Actin-Myosin Filament Sliding (GO:0033275)	Actin-Myosin Filament Sliding 	0.289383987953457		-1
Action Potential (GO:0001508)	Action Potential 	0.590364981247526		-1
Activation Of GTPase Activity (GO:0090630)	Activation Of GTPase Activity 	0.966513549840496		-1
Activation Of NF-kappaB-inducing Kinase Activity (GO:0007250)	Activation Of NF-kappaB-inducing Kinase Activity 	0.966513549840496		-1
Activation Of Adenylate Cyclase Activity (GO:0007190)	Activation Of Adenylate Cyclase Activity 	0.966988779714274		-1
Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202)	Activation Of Cysteine-Type Endopeptidase Activity 	0.98739614480673		1
Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919)	Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process 	0.966513549840496		1
Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process By Cytochrome C (GO:0008635)	Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process By Cytochrome C 	0.949598338687289		-1
Activation Of Phospholipase C Activity (GO:0007202)	Activation Of Phospholipase C Activity 	0.966513549840496		-1
Activation Of Protein Kinase B Activity (GO:0032148)	Activation Of Protein Kinase B Activity 	0.970699474333173		1
Activation Of Protein Kinase Activity (GO:0032147)	Activation Of Protein Kinase Activity 	0.780260653490312		-1
Activation Of Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0007171)	Activation Of Transmembrane Receptor Protein Tyrosine Kinase Activity 	0.696472284239154		-1
Activin Receptor Signaling Pathway (GO:0032924)	Activin Receptor Signaling Pathway 	0.966513549840496		1
Actomyosin Structure Organization (GO:0031032)	Actomyosin Structure Organization 	0.970699474333173		-1
Acute Inflammatory Response (GO:0002526)	Acute Inflammatory Response 	0.970699474333173		1
Acute-Phase Response (GO:0006953)	Acute-Phase Response 	0.970699474333173		-1
acyl-CoA Biosynthetic Process (GO:0071616)	acyl-CoA Biosynthetic Process 	0.966513549840496		-1
acyl-CoA Metabolic Process (GO:0006637)	acyl-CoA Metabolic Process 	0.970699474333173		-1
Acylglycerol Biosynthetic Process (GO:0046463)	Acylglycerol Biosynthetic Process 	0.966513549840496		-1
Acylglycerol Catabolic Process (GO:0046464)	Acylglycerol Catabolic Process 	0.612047880460449		-1
Acylglycerol Homeostasis (GO:0055090)	Acylglycerol Homeostasis 	0.850050674885548		-1
Acylglycerol Metabolic Process (GO:0006639)	Acylglycerol Metabolic Process 	0.957022838891206		-1
Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460)	Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains 	0.966513549840496		-1
Adenine Nucleotide Transport (GO:0051503)	Adenine Nucleotide Transport 	0.99022580208173		1
Adenosine Metabolic Process (GO:0046085)	Adenosine Metabolic Process 	0.956695985017526		-1
Adenosine To Inosine Editing (GO:0006382)	Adenosine To Inosine Editing 	0.966513549840496		-1
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)	Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway 	0.0170361229581327		-1
Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880)	Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway 	0.734058660927875		-1
Adenylate Cyclase-Activating Dopamine Receptor Signaling Pathway (GO:0007191)	Adenylate Cyclase-Activating Dopamine Receptor Signaling Pathway 	0.966513549840496		-1
Adenylate Cyclase-Inhibiting G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007197)	Adenylate Cyclase-Inhibiting G Protein-Coupled Acetylcholine Receptor Signaling Pathway 	0.957022838891206		-1
Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)	Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway 	0.211129888625557		-1
Adenylate Cyclase-Inhibiting Serotonin Receptor Signaling Pathway (GO:0007198)	Adenylate Cyclase-Inhibiting Serotonin Receptor Signaling Pathway 	0.949598338687289		-1
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway 	0.000281459122104439		-1
Adherens Junction Assembly (GO:0034333)	Adherens Junction Assembly 	0.883027535669557		-1
Adherens Junction Maintenance (GO:0034334)	Adherens Junction Maintenance 	0.739531948123137		-1
Adherens Junction Organization (GO:0034332)	Adherens Junction Organization 	0.945476026691714		-1
Adiponectin-Activated Signaling Pathway (GO:0033211)	Adiponectin-Activated Signaling Pathway 	0.970699474333173		1
Adipose Tissue Development (GO:0060612)	Adipose Tissue Development 	0.970699474333173		1
Adrenal Gland Development (GO:0030325)	Adrenal Gland Development 	0.970699474333173		-1
Adrenergic Receptor Signaling Pathway (GO:0071875)	Adrenergic Receptor Signaling Pathway 	0.786528878463898		-1
Adult Feeding Behavior (GO:0008343)	Adult Feeding Behavior 	0.970699474333173		1
Adult Heart Development (GO:0007512)	Adult Heart Development 	0.880447604328339		-1
Adult Locomotory Behavior (GO:0008344)	Adult Locomotory Behavior 	0.764592496512663		-1
Aerobic Electron Transport Chain (GO:0019646)	Aerobic Electron Transport Chain 	9.81011018092761e-05		1
Aerobic Respiration (GO:0009060)	Aerobic Respiration 	0.0153991174194783		1
Aggrephagy (GO:0035973)	Aggrephagy 	0.966513549840496		1
Alanine Transport (GO:0032328)	Alanine Transport 	0.971919059042776		-1
Alcohol Catabolic Process (GO:0046164)	Alcohol Catabolic Process 	0.970699474333173		1
Aldehyde Biosynthetic Process (GO:0046184)	Aldehyde Biosynthetic Process 	0.966513549840496		-1
Aldehyde Catabolic Process (GO:0046185)	Aldehyde Catabolic Process 	0.971919059042776		-1
Alditol Metabolic Process (GO:0019400)	Alditol Metabolic Process 	0.966513549840496		1
Alpha-Amino Acid Biosynthetic Process (GO:1901607)	Alpha-Amino Acid Biosynthetic Process 	0.977160559926109		1
Alpha-Amino Acid Catabolic Process (GO:1901606)	Alpha-Amino Acid Catabolic Process 	0.966513549840496		1
Alpha-Amino Acid Metabolic Process (GO:1901605)	Alpha-Amino Acid Metabolic Process 	0.970699474333173		1
Alpha-Beta T Cell Activation (GO:0046631)	Alpha-Beta T Cell Activation 	0.966513549840496		-1
Alpha-Linolenic Acid Metabolic Process (GO:0036109)	Alpha-Linolenic Acid Metabolic Process 	0.970699474333173		-1
Alternative mRNA Splicing, Via Spliceosome (GO:0000380)	Alternative mRNA Splicing, Via Spliceosome 	0.915987105849		-1
Ameboidal-Type Cell Migration (GO:0001667)	Ameboidal-Type Cell Migration 	0.590849445079906		1
Amide Biosynthetic Process (GO:0043604)	Amide Biosynthetic Process 	0.970699474333173		-1
Amide Transport (GO:0042886)	Amide Transport 	0.966513549840496		-1
Amine Metabolic Process (GO:0009308)	Amine Metabolic Process 	0.895797072854496		1
Amine Transport (GO:0015837)	Amine Transport 	0.957022838891206		-1
Amino Acid Catabolic Process (GO:0009063)	Amino Acid Catabolic Process 	0.970699474333173		-1
Amino Acid Import Across Plasma Membrane (GO:0089718)	Amino Acid Import Across Plasma Membrane 	0.900651282315889		-1
Amino Acid Transmembrane Transport (GO:0003333)	Amino Acid Transmembrane Transport 	0.98739614480673		-1
Amino Acid Transport (GO:0006865)	Amino Acid Transport 	0.957022838891206		-1
Amino Sugar Biosynthetic Process (GO:0046349)	Amino Sugar Biosynthetic Process 	0.957022838891206		-1
Amino Sugar Catabolic Process (GO:0046348)	Amino Sugar Catabolic Process 	0.949598338687289		1
Amino Sugar Metabolic Process (GO:0006040)	Amino Sugar Metabolic Process 	0.957022838891206		-1
Amino-Acid Betaine Metabolic Process (GO:0006577)	Amino-Acid Betaine Metabolic Process 	0.971919059042776		-1
Amino-Acid Betaine Transport (GO:0015838)	Amino-Acid Betaine Transport 	0.970699474333173		-1
Aminoglycan Biosynthetic Process (GO:0006023)	Aminoglycan Biosynthetic Process 	0.966513549840496		1
Aminoglycan Catabolic Process (GO:0006026)	Aminoglycan Catabolic Process 	0.970699474333173		1
Aminoglycan Metabolic Process (GO:0006022)	Aminoglycan Metabolic Process 	0.966513549840496		1
Aminophospholipid Transport (GO:0015917)	Aminophospholipid Transport 	0.970699474333173		-1
Ammonium Homeostasis (GO:0097272)	Ammonium Homeostasis 	0.970699474333173		-1
Ammonium Transmembrane Transport (GO:0072488)	Ammonium Transmembrane Transport 	0.970699474333173		-1
Amylin Receptor Signaling Pathway (GO:0097647)	Amylin Receptor Signaling Pathway 	0.966513549840496		-1
Amyloid Fibril Formation (GO:1990000)	Amyloid Fibril Formation 	0.903943785168395		-1
Amyloid Precursor Protein Catabolic Process (GO:0042987)	Amyloid Precursor Protein Catabolic Process 	0.966513549840496		-1
Amyloid Precursor Protein Metabolic Process (GO:0042982)	Amyloid Precursor Protein Metabolic Process 	0.903943785168395		-1
Amyloid-Beta Formation (GO:0034205)	Amyloid-Beta Formation 	0.970699474333173		-1
Amyloid-Beta Metabolic Process (GO:0050435)	Amyloid-Beta Metabolic Process 	0.966513549840496		-1
Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145)	Anaphase-Promoting Complex-Dependent Catabolic Process 	0.992940076701706		-1
Androgen Biosynthetic Process (GO:0006702)	Androgen Biosynthetic Process 	0.766748360864875		1
Androgen Receptor Signaling Pathway (GO:0030521)	Androgen Receptor Signaling Pathway 	0.966513549840496		-1
Angiogenesis Involved In Wound Healing (GO:0060055)	Angiogenesis Involved In Wound Healing 	0.970699474333173		1
Angiotensin Maturation (GO:0002003)	Angiotensin Maturation 	0.970699474333173		1
Angiotensin-Activated Signaling Pathway (GO:0038166)	Angiotensin-Activated Signaling Pathway 	0.957022838891206		-1
Anoikis (GO:0043276)	Anoikis 	0.966513549840496		-1
Anterior/Posterior Axis Specification (GO:0009948)	Anterior/Posterior Axis Specification 	0.971919059042776		-1
Anterior/Posterior Axis Specification, Embryo (GO:0008595)	Anterior/Posterior Axis Specification, Embryo 	0.966513549840496		-1
Anterior/Posterior Pattern Specification (GO:0009952)	Anterior/Posterior Pattern Specification 	0.949598338687289		1
Anterograde Axonal Protein Transport (GO:0099641)	Anterograde Axonal Protein Transport 	0.970699474333173		1
Anterograde Axonal Transport (GO:0008089)	Anterograde Axonal Transport 	0.970699474333173		-1
Anterograde Dendritic Transport (GO:0098937)	Anterograde Dendritic Transport 	0.970699474333173		1
Anterograde Synaptic Vesicle Transport (GO:0048490)	Anterograde Synaptic Vesicle Transport 	0.970699474333173		1
Anterograde Trans-Synaptic Signaling (GO:0098916)	Anterograde Trans-Synaptic Signaling 	0.168700279734548		-1
Antibacterial Humoral Response (GO:0019731)	Antibacterial Humoral Response 	0.826148876930079		-1
Antifungal Innate Immune Response (GO:0061760)	Antifungal Innate Immune Response 	0.970699474333173		-1
Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483)	Antigen Processing And Presentation Of Endogenous Peptide Antigen 	0.966513549840496		-1
Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I (GO:0019885)	Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I 	0.970699474333173		1
Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway (GO:0002484)	Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway 	0.949598338687289		-1
Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway, TAP-independent (GO:0002486)	Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway, TAP-independent 	0.949598338687289		-1
Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class Ib (GO:0002476)	Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class Ib 	0.949598338687289		-1
Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)	Antigen Processing And Presentation Of Exogenous Peptide Antigen 	0.969427803737945		-1
Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class I (GO:0042590)	Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class I 	0.970699474333173		1
Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)	Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II 	0.970699474333173		-1
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474)	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I 	0.970699474333173		-1
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II 	0.970699474333173		-1
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class Ib (GO:0002428)	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class Ib 	0.949598338687289		-1
Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	Antigen Receptor-Mediated Signaling Pathway 	0.972999660461697		-1
Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844)	Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide 	0.590849445079906		-1
Antimicrobial Humoral Response (GO:0019730)	Antimicrobial Humoral Response 	0.442261371635586		-1
Antiviral Innate Immune Response (GO:0140374)	Antiviral Innate Immune Response 	0.949598338687289		1
Aorta Development (GO:0035904)	Aorta Development 	0.957022838891206		1
Aorta Morphogenesis (GO:0035909)	Aorta Morphogenesis 	0.971919059042776		1
Aortic Valve Development (GO:0003176)	Aortic Valve Development 	0.970699474333173		1
Aortic Valve Morphogenesis (GO:0003180)	Aortic Valve Morphogenesis 	0.970699474333173		1
Apical Junction Assembly (GO:0043297)	Apical Junction Assembly 	0.966513549840496		-1
Apical Protein Localization (GO:0045176)	Apical Protein Localization 	0.970699474333173		-1
Apoptotic DNA Fragmentation (GO:0006309)	Apoptotic DNA Fragmentation 	0.957022838891206		-1
Apoptotic Cell Clearance (GO:0043277)	Apoptotic Cell Clearance 	0.989591258264169		1
Apoptotic Mitochondrial Changes (GO:0008637)	Apoptotic Mitochondrial Changes 	0.65965300454867		-1
Apoptotic Nuclear Changes (GO:0030262)	Apoptotic Nuclear Changes 	0.9680408576935		-1
Apoptotic Process (GO:0006915)	Apoptotic Process 	0.949598338687289		-1
Arachidonate Transport (GO:1903963)	Arachidonate Transport 	0.970699474333173		-1
Arachidonic Acid Metabolic Process (GO:0019369)	Arachidonic Acid Metabolic Process 	0.957022838891206		-1
Arachidonic Acid Secretion (GO:0050482)	Arachidonic Acid Secretion 	0.970699474333173		-1
Arginine Catabolic Process (GO:0006527)	Arginine Catabolic Process 	0.966513549840496		-1
Arginine Metabolic Process (GO:0006525)	Arginine Metabolic Process 	0.979594425778547		-1
Aromatic Amino Acid Family Catabolic Process (GO:0009074)	Aromatic Amino Acid Family Catabolic Process 	0.970699474333173		1
Aromatic Amino Acid Transport (GO:0015801)	Aromatic Amino Acid Transport 	0.966988779714274		-1
Aromatic Compound Biosynthetic Process (GO:0019438)	Aromatic Compound Biosynthetic Process 	0.785979628750102		-1
Aromatic Compound Catabolic Process (GO:0019439)	Aromatic Compound Catabolic Process 	0.970699474333173		-1
Artery Development (GO:0060840)	Artery Development 	0.957022838891206		1
Artery Morphogenesis (GO:0048844)	Artery Morphogenesis 	0.98739614480673		-1
Aspartate Family Amino Acid Biosynthetic Process (GO:0009067)	Aspartate Family Amino Acid Biosynthetic Process 	0.971919059042776		-1
Aspartate Family Amino Acid Catabolic Process (GO:0009068)	Aspartate Family Amino Acid Catabolic Process 	0.966513549840496		-1
Aspartate Family Amino Acid Metabolic Process (GO:0009066)	Aspartate Family Amino Acid Metabolic Process 	0.970699474333173		-1
Aspartate Metabolic Process (GO:0006531)	Aspartate Metabolic Process 	0.970699474333173		1
Aspartate Transmembrane Transport (GO:0015810)	Aspartate Transmembrane Transport 	0.970699474333173		-1
Associative Learning (GO:0008306)	Associative Learning 	0.966513549840496		-1
Astral Microtubule Organization (GO:0030953)	Astral Microtubule Organization 	0.971919059042776		-1
Astrocyte Activation (GO:0048143)	Astrocyte Activation 	0.970699474333173		-1
Astrocyte Development (GO:0014002)	Astrocyte Development 	0.971919059042776		1
Astrocyte Differentiation (GO:0048708)	Astrocyte Differentiation 	0.970307066022047		1
Atrial Cardiac Muscle Cell Action Potential (GO:0086014)	Atrial Cardiac Muscle Cell Action Potential 	0.966513549840496		-1
Atrial Cardiac Muscle Cell To AV Node Cell Signaling (GO:0086026)	Atrial Cardiac Muscle Cell To AV Node Cell Signaling 	0.966513549840496		-1
Atrial Cardiac Muscle Tissue Development (GO:0003228)	Atrial Cardiac Muscle Tissue Development 	0.970699474333173		1
Atrial Septum Development (GO:0003283)	Atrial Septum Development 	0.966513549840496		1
Atrial Septum Morphogenesis (GO:0060413)	Atrial Septum Morphogenesis 	0.970699474333173		-1
Atrioventricular Valve Development (GO:0003171)	Atrioventricular Valve Development 	0.970699474333173		-1
Atrioventricular Valve Formation (GO:0003190)	Atrioventricular Valve Formation 	0.950869865346313		-1
Atrioventricular Valve Morphogenesis (GO:0003181)	Atrioventricular Valve Morphogenesis 	0.966513549840496		-1
Attachment Of GPI Anchor To Protein (GO:0016255)	Attachment Of GPI Anchor To Protein 	0.969427803737945		1
Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:0051315)	Attachment Of Mitotic Spindle Microtubules To Kinetochore 	0.764592496512663		1
