"","HI-Rho","HI-P","HI-p.adj","HI-significant","HO-Rho","HO-P","HO-p.adj","HO-significant","HV-Rho","HV-P","HV-p.adj","HV-significant","IO-Rho","IO-P","IO-p.adj","IO-significant","IV-Rho","IV-P","IV-p.adj","IV-significant","OV-Rho","OV-P","OV-p.adj","OV-significant","HI-HO-Overlap","HI-HV-Overlap","HI-IO-Overlap","HI-IV-Overlap","HI-OV-Overlap","HO-HV-Overlap","HO-IO-Overlap","HO-IV-Overlap","HO-OV-Overlap","HV-IO-Overlap","HV-IV-Overlap","HV-OV-Overlap","IO-IV-Overlap","IO-OV-Overlap","IV-OV-Overlap","HI-HO-HV-Overlap","HI-HO-IO-Overlap","HI-HO-IV-Overlap","HI-HO-OV-Overlap","HI-HV-IO-Overlap","HI-HV-IV-Overlap","HI-HV-OV-Overlap","HI-IO-IV-Overlap","HI-IO-OV-Overlap","HI-IV-OV-Overlap","HO-HV-IO-Overlap","HO-HV-IV-Overlap","HO-HV-OV-Overlap","HO-IO-IV-Overlap","HO-IO-OV-Overlap","HO-IV-OV-Overlap","HV-IO-IV-Overlap","HV-IO-OV-Overlap","HV-IV-OV-Overlap","IO-IV-OV-Overlap","HI-HO-HV-IO-Overlap","HI-HO-HV-IV-Overlap","HI-HO-HV-OV-Overlap","HI-HO-IO-IV-Overlap","HI-HO-IO-OV-Overlap","HI-HO-IV-OV-Overlap","HI-HV-IO-IV-Overlap","HI-HV-IO-OV-Overlap","HI-HV-IV-OV-Overlap","HI-IO-IV-OV-Overlap","HO-HV-IO-IV-Overlap","HO-HV-IO-OV-Overlap","HO-HV-IV-OV-Overlap","HO-IO-IV-OV-Overlap","HV-IO-IV-OV-Overlap","HI-HO-HV-IO-IV-Overlap","HI-HO-HV-IO-OV-Overlap","HI-HO-HV-IV-OV-Overlap","HI-HO-IO-IV-OV-Overlap","HI-HV-IO-IV-OV-Overlap","HO-HV-IO-IV-OV-Overlap","HI-HO-HV-IO-IV-OV-Overlap","HI-HO-Delta","HI-HV-Delta","HI-IO-Delta","HI-IV-Delta","HI-OV-Delta","HO-HV-Delta","HO-IO-Delta","HO-IV-Delta","HO-OV-Delta","HV-IO-Delta","HV-IV-Delta","HV-OV-Delta","IO-IV-Delta","IO-OV-Delta","IV-OV-Delta"
"RPAP3",1.75043574481663,0.480258915611398,1,FALSE,-0.214833585515029,1,1,FALSE,-0.650278102336071,1,1,FALSE,-1.89286811493269,0.350252462676151,1,FALSE,-1.94964407043856,0.3073113408186,1,FALSE,-0.478710227906615,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.38965527033546,1.69756104101012,2.57620486515187,2.61635152829841,1.57624423356729,0.307905770674659,1.18654959481641,1.22669625796295,0.186588963231828,0.878643824141748,0.918790487288294,0.121316807442831,0.0401466631465459,0.999960631584578,1.04010729473112
"HOXA11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRAPPC6A",-0.180365266246138,1,1,FALSE,-0.688196283168078,1,1,FALSE,0.00078158898681282,1,1,FALSE,-0.468432254582583,1,1,FALSE,0.137960127300965,1,1,FALSE,0.522243075155545,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.359090755762364,0.128090169725838,0.203694120888687,0.225090044401033,0.496819122723363,0.487180925488202,0.155396634873678,0.584180800163397,0.855909878485728,0.331784290614524,0.0969998746751956,0.368728952997526,0.42878416528972,0.70051324361205,0.27172907832233
"SPATA20",0.633040637609046,1,1,FALSE,-0.738625672176923,1,1,FALSE,-0.749765325339921,1,1,FALSE,-1.29820992629356,1,1,FALSE,-1.20740326856706,1,1,FALSE,-0.173077480193561,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.969914549174787,0.977791473466409,1.36560036990587,1.30139036645059,0.57001158753556,0.007876924291622,0.395685820731087,0.331475817275799,0.399902961639227,0.387808896439465,0.323598892984177,0.407779885930849,0.0642100034552879,0.795588782370314,0.731378778915026
"CD79B",0.373584519978026,1,1,FALSE,-0.0310265366678772,1,1,FALSE,1.48060329735716,0.832273897202842,1,FALSE,-0.386570451538608,1,1,FALSE,1.10045969403858,1,1,FALSE,1.46334871016418,0.860231912854702,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.286103221897372,0.782780484385625,0.537510735112079,0.513978364654373,0.770579648774895,1.068883706283,0.251407513214706,0.800081586551745,1.05668287067227,1.3202912194977,0.268802119731252,0.0122008356107299,1.05148909976645,1.30809038388697,0.256601284120522
"RHBDD2",1.63396862135777,0.613592636873605,1,FALSE,3.2476404721582,0.00698197244488905,0.59352067140886,FALSE,0.457013418834616,1,1,FALSE,1.38238367212834,1,1,FALSE,-0.743923905783014,1,1,FALSE,-1.83613788767188,0.398023596383975,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.14103830831084,0.832233004856905,0.1778974236446,1.68142393087406,2.45373584397444,1.97327131316774,1.31893573195544,2.8224622391849,3.59477415228528,0.654335581212305,0.849190926017157,1.62150283911754,1.50352650722946,2.27583842032984,0.77231191310038
"RPUSD1",-1.04909739734796,1,1,FALSE,1.61593006970532,0.636656600782045,1,FALSE,-0.342400919572545,1,1,FALSE,2.48788980503558,0.0771021256277235,0.658385499154024,FALSE,0.428306240236155,1,1,FALSE,-1.45861510613066,0.868026441035732,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.88445899400178,0.499709871675644,2.50102763577544,1.0446821306854,0.289572748896226,1.38474912232614,0.616568641773655,0.839776863316385,2.17403174289801,2.0013177640998,0.544972259009756,0.78928262057187,1.45634550509004,2.79060038467167,1.33425487958163
"TSR3",2.65069106941326,0.0481963666746564,0.410603593175943,FALSE,0.903618496650116,1,1,FALSE,0.239913096686247,1,1,FALSE,-1.79072832391076,0.440021413116399,1,FALSE,-1.8346618722561,0.399334829680869,1,FALSE,-0.429952691685578,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.23536686342585,1.70467745245043,3.14055777111285,3.17162348106943,2.17834409389302,0.469310589024582,1.90519090768701,1.93625661764359,0.942977230467172,1.43588031866242,1.466946028619,0.47366664144259,0.0310657099565784,0.962213677219835,0.993279387176414
"NDUFAB1",2.64452687745471,0.0490831257528125,0.415590791134211,FALSE,2.08361043965781,0.223173699778887,1,FALSE,2.17691887449855,0.176919725395078,1,FALSE,-0.685568372224815,1,1,FALSE,0.195477856372994,1,1,FALSE,0.722791361394137,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.396627816845191,0.330648789827398,2.3547329330455,1.73173917026516,1.35887221505346,0.0659790270177931,1.95810511620031,1.33511135341996,0.962244398208267,2.0240841432181,1.40109038043776,1.02822342522606,0.622993762780344,0.995860717992041,0.372866955211697
"YBX2",-2.60608842858985,0.0549496885045047,0.44594020238062,FALSE,-1.66206330501453,0.579000492859414,1,FALSE,-3.18161220828605,0.00878746661051989,0.211523762395043,FALSE,0.835325286442975,1,1,FALSE,-1.05591001753205,1,1,FALSE,-1.7298396718371,0.501953545625186,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.667526566490576,0.406956767357299,2.4334469747681,1.09614166650796,0.619601437906146,1.07448333384787,1.76592040827752,0.428615100017382,0.0479251285844293,2.8404037421254,1.50309843386526,1.02655820526345,1.33730530826014,1.81384553686195,0.476540228601811
"ITGA3",-3.34559083230188,0.00492644766391315,0.0940527031815483,FALSE,-0.0115655627104728,1,1,FALSE,-2.30639458868522,0.126531564509303,0.946309072844452,FALSE,3.21346180822913,0.00786871428392119,0.175990635494918,FALSE,0.473375145506468,1,1,FALSE,-2.23719230835418,0.151642643151277,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.35751187677539,0.734822710844928,4.637950600279,2.70041674002899,0.783756112540575,1.62268916593046,2.28043872350362,0.342904863253605,1.57375576423481,3.90312788943408,1.96559402918407,0.0489334016956467,1.93753386025001,3.85419448773843,1.91666062748842
"KRT33A",1.03558509121813,1,1,FALSE,1.86813217557525,0.370461898131774,1,FALSE,2.18805259932824,0.171994626608437,1,FALSE,0.62945545637324,1,1,FALSE,1.30950285295201,1,1,FALSE,0.887522334110894,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.588699689006008,0.814917590081818,0.287177018839641,0.193689106809467,0.104696179591706,0.226217901075809,0.87587670784565,0.395010582196541,0.693395868597715,1.10209460892146,0.621228483272351,0.919613769673524,0.480866125649108,0.182480839247935,0.298385286401173
"LRRC23",-1.11486658037529,1,1,FALSE,-3.68570660995228,0.00136841382152241,0.311399857645527,FALSE,-0.844980855477783,1,1,FALSE,-2.24229310870649,0.149654609113312,0.943017556304963,FALSE,0.0478066853295197,1,1,FALSE,1.88476629750755,0.356768382132012,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.81785841825971,0.190838026220475,0.797210943472601,0.82213415048418,2.12106074902107,2.00869644448019,1.02064747478711,2.63999256874389,3.93891916728079,0.988048969693075,0.631296124263705,1.9302227228006,1.61934509395678,2.91827169249367,1.29892659853689
"TFAP2D",-0.98858225200519,1,1,FALSE,1.99609158730026,0.275543727472879,1,FALSE,1.34966927165774,1,1,FALSE,2.75998818257788,0.0346820714426031,0.415247504029005,FALSE,1.76783264356868,0.462533315468087,1,FALSE,0.425879956529698,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.11048311140297,1.65339350850184,2.65063957404909,1.94907966442389,1.00017581938712,0.457089602901137,0.540156462646119,0.161403446979079,1.11030729201585,0.997246065547256,0.295686155922058,0.653217689114717,0.701559909625198,1.65046375466197,0.948903845036775
"CRY1",1.2027741887083,1,1,FALSE,0.0663389283214405,1,1,FALSE,-0.137149194981034,1,1,FALSE,-1.07977470574155,1,1,FALSE,-0.980439585849878,1,1,FALSE,-0.178972052815148,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.80358107899905,0.947468910877154,1.61400580165535,1.54376526476997,0.977042137260257,0.143887831878104,0.8104247226563,0.740184185770918,0.173461058261207,0.666536890778196,0.596296353892814,0.0295732263831027,0.0702405368853828,0.636963664395094,0.566723127509711
"PGLYRP1",-0.188794309524659,1,1,FALSE,1.35096326929246,1,1,FALSE,1.60016539027271,0.657371386795538,1,FALSE,1.3603963601027,1,1,FALSE,1.62365703741309,0.62669415015994,1,FALSE,0.615478747013702,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.08877302536496,1.26498553499617,1.09544322784443,1.28159663799038,0.568706932203907,0.176212509631208,0.00667020247947142,0.192823612625413,0.520066093161056,0.169542307151737,0.0166111029942048,0.696278602792264,0.186153410145942,0.526736295640527,0.712889705786469
"STARD3NL",0.092043335183049,1,1,FALSE,-0.0473860937511382,1,1,FALSE,-2.08538545966443,0.222205953757895,1,FALSE,-0.130123174687255,1,1,FALSE,-2.05971303433643,0.236555895612729,1,FALSE,-1.99279165987878,0.277705592413218,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0985914946963316,1.5396746663875,0.15709544568184,1.52152152034857,1.47420096266324,1.44108317169117,0.0585039509855082,1.42293002565224,1.37560946796691,1.38257922070566,0.0181531460389313,0.0654737037242659,1.36442607466673,1.3171055169814,0.0473205576853347
"CD74",-0.492460318556242,1,1,FALSE,-0.00439863452650564,1,1,FALSE,-3.1829688579522,0.00874639752109149,0.211117792411781,FALSE,0.4767318605428,1,1,FALSE,-2.66488768393841,0.0462084237961146,0.771459996021584,FALSE,-3.13030819866645,0.0104773794510564,0.45915455032199,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.345111726414753,1.9024768330472,0.685322362113899,1.53613812169696,1.86524012376449,2.24758855946195,0.340210635699147,1.88124984811171,2.21035185017924,2.58779919516109,0.366338711350237,0.0372367092827075,2.22146048381086,2.55056248587839,0.32910200206753
"RPS20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGST1",2.90375167249066,0.0221232293397958,0.254354087272583,FALSE,1.99592224951862,0.27565431880771,1,FALSE,3.05194068037543,0.0136420217211197,0.272148989485845,FALSE,-0.981622264746257,1,1,FALSE,0.820145998971956,1,1,FALSE,1.59935377631748,0.658452101213708,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.641932341144199,0.104785452372632,2.7473742584657,1.47333170106384,0.922348597749522,0.746717793516831,2.1054419173215,0.831399359919638,0.280416256605323,2.85215971083833,1.57811715343647,1.02713405012215,1.27404255740186,1.82502566071618,0.550983103314315
"CPA1",2.42849538265319,0.090969709020683,0.593940510962361,FALSE,2.53182817680567,0.0680817474820132,1,FALSE,2.56801571584801,0.0613695112614813,0.630690733565516,FALSE,-0.063989624823029,1,1,FALSE,0.618195984391765,1,1,FALSE,0.692707077145154,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0730673194641717,0.098655773715463,1.76245305079224,1.28007498048858,1.22738768152904,0.0255884542512913,1.83552037025641,1.35314229995275,1.30045500099321,1.8611088245077,1.37873075420404,1.3260434552445,0.482378070303657,0.535065369263198,0.0526872989595415
"SYPL1",1.78742945814274,0.443208623919986,1,FALSE,2.22252065956119,0.157488836569943,1,FALSE,1.47685727234656,0.838283402689174,1,FALSE,0.36880707269712,1,1,FALSE,0.0326827393131856,1,1,FALSE,-0.270035648786367,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.307655938957589,0.219607698624408,1.00311750869163,1.24079330414922,1.45484752916428,0.527263637581997,1.31077344764922,1.54844924310681,1.76250346812186,0.783509810067225,1.02118560552481,1.23523983053987,0.237675795457588,0.451730020472642,0.214054225015054
"RANBP9",0.697740581204419,1,1,FALSE,0.933342292550969,1,1,FALSE,-0.920878599006679,1,1,FALSE,0.169276495436931,1,1,FALSE,-1.35238043941816,1,1,FALSE,-1.52311306929741,0.766382517925933,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.166595567752301,1.14453659848588,0.37368053865974,1.44965447593531,1.57038067629274,1.31113216623818,0.540276106412041,1.61625004368761,1.73697624404504,0.770856059826138,0.305117877449434,0.425844077806862,1.07597393727557,1.196700137633,0.120726200357428
"CD4",-1.30764843888961,1,1,FALSE,-1.65910069573433,0.582573018696319,1,FALSE,0.438424684927644,1,1,FALSE,-0.216434064294096,1,1,FALSE,1.41643303995173,0.939892536365568,1,FALSE,1.6654937688677,0.574885714546393,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.248514274078221,1.23466014629876,0.771605084004722,1.92621648619339,2.10232901653714,1.48317442037698,1.02011935808294,2.17473076027161,2.35084329061536,0.463055062294033,0.691556339894633,0.867668870238381,1.15461140218867,1.33072393253241,0.176112530343748
