"","Herbivore...Insectivore.Rho","Herbivore...Insectivore.P","Herbivore...Insectivore.p.adj","Herbivore...Omnivore.Rho","Herbivore...Omnivore.P","Herbivore...Omnivore.p.adj","Insectivore...Omnivore.Rho","Insectivore...Omnivore.P","Insectivore...Omnivore.p.adj","Herbivore...Vertivore.Rho","Herbivore...Vertivore.P","Herbivore...Vertivore.p.adj","Insectivore...Vertivore.Rho","Insectivore...Vertivore.P","Insectivore...Vertivore.p.adj","Omnivore...Vertivore.Rho","Omnivore...Vertivore.P","Omnivore...Vertivore.p.adj","Carnivore...Herbivore.Rho","Carnivore...Herbivore.P","Carnivore...Herbivore.p.adj","Carnivore...Omnivore.Rho","Carnivore...Omnivore.P","Carnivore...Omnivore.p.adj"
"HDAC7",-0.572087524223717,1,1,-1.58795114040461,0.673784327830679,1,-0.877576034522643,1,1,-0.926733269192182,1,1,-0.416552466529193,1,1,0.309679733857961,1,1,0.295695685862444,1,1,-0.421065580636656,1,1
"MRPS35",2.80160616575745,0.030509344245909,0.28838776272494,-0.827783507293328,1,1,-3.47252975734188,0.0030934671113532,0.10078002024602,1.86481821917212,0.37324133178609,1,-0.45304617049783,1,1,2.46220070223417,0.0828524222278293,1,-3.40262677285083,0.0020022415222742,0.0296890215516383,-4.01154043010807,0.000180971530601341,0.0116873579933652
"APPBP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA11",-1.08320562146583,1,1,-0.383474807760335,1,1,0.666952619290936,1,1,-1.64350995755541,0.601664800986228,1,-0.675979567808148,1,1,-1.26498258871801,1,1,1.50376539698184,0.397925351456924,0.969754541399296,1.16210066068088,0.735583737322661,1
"ISOC2",1.33392487429207,1,1,1.08914316562619,1,1,-0.318323359082408,1,1,1.48742323463028,0.821418384500721,1,0.34068250473858,1,1,0.628136244166395,1,1,-1.67649128438758,0.280926005900175,0.777394946193636,-0.408761821678842,1,1
"CD22",2.25966557422889,0.143052086628161,0.743309861891423,0.653661134728644,1,1,-1.57690658173598,0.688902131337307,1,3.75717112062271,0.00103106994566216,0.0407677498934065,1.70024602500433,0.534507950066035,1,3.13351149009601,0.010363689345113,0.427771314706672,-4.14202453164875,0.000103276053265381,0.00367225345163868,-2.63035773861301,0.0255885180044257,0.231830745853046
"GSC2",0.899446055630368,1,1,0.934914410726995,1,1,-0.0348435149987744,1,1,0.863327651409929,1,1,0.134257994583429,1,1,0.168411027809581,1,1,-1.70905017697923,0.262324966087044,0.743256159873527,-1.13943279611648,0.763568050510629,1
"KCNQ1",-1.67814755110613,0.559909786817632,1,-0.21347830656727,1,1,1.43019076607578,0.915973649647206,1,-0.276128851168522,1,1,1.14811656877167,1,1,-0.0979747862436486,1,1,0.511111338758496,1,1,0.487264985814718,1,1
"TRIB2",-2.01738762019346,0.261930469042617,1,-1.04740655816341,1,1,0.888019864605132,1,1,-0.934970737837418,1,1,0.561683014372033,1,1,-0.133022448086674,1,1,1.88296013557823,0.179117311773993,0.589849818158331,0.234745663835538,1,1
"OTUD5",-1.15090506639942,1,1,-0.430588269629052,1,1,0.710221384237517,1,1,-0.392050765877759,1,1,0.483690451463495,1,1,-0.0646481762714631,1,1,0.25087882467996,1,1,-0.157826603166149,1,1
"GPKOW",2.09262678747155,0.218294900306837,0.964135809688532,0.406944847614523,1,1,-1.66121524069795,0.580021354311543,1,0.335355189500131,1,1,-1.3629914397878,1,1,0.012688302348963,1,1,-1.66787830602591,0.28601966101904,0.784982892738965,-0.812356731400986,1,1
"AQR",-1.51767473418003,0.774578498777679,1,-0.0819272286663944,1,1,1.40335327695101,0.963069110324286,1,0.707532326331973,1,1,1.84435893232518,0.390785089022176,1,0.755238457644189,1,1,-0.0547410989201025,1,1,-0.16230176530858,1,1
"LMCD1",-0.395680614127471,1,1,-0.74563415765021,1,1,-0.287070383952778,1,1,0.376345780082778,1,1,0.647840115197604,1,1,0.905935331910851,1,1,0.173361500834555,1,1,-0.0932359915917505,1,1
"PSMC4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNDC8",-0.508116284433867,1,1,0.526454004160846,1,1,0.989037742654387,1,1,1.37423528865873,1,1,1.71489090785053,0.518191379617276,1,0.950270970693773,1,1,-1.15350337894449,0.746111494420118,1,-0.42248667514362,1,1
"ACAP1",-1.12964192348923,1,1,-0.731638691466182,1,1,0.447603159692124,1,1,-3.29914193623205,0.00581885173005468,0.124726909607059,-2.13944650881334,0.194397142160482,1,-2.65677066235179,0.047335855424463,0.820850471103432,2.30363184848739,0.0637299553951608,0.308879758156405,1.65014350034176,0.296740768315697,0.941496218934875
"DERL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NOX3",2.45819977667641,0.0837812839484664,0.532176742658362,1.09055483295343,1,1,-1.39754566059094,0.973497275460874,1,1.27510284778038,1,1,-0.720849801159753,1,1,0.425703728255697,1,1,-2.33905519199793,0.0579977317914487,0.290219113520653,-1.43935257896732,0.450151958335742,1
"ANO8",1.55232095365021,0.723512680024272,1,2.45585238014593,0.0843305279728902,1,0.750515474505674,1,1,2.88783140074393,0.0232744640747817,0.287974874716461,1.50739050326687,0.790263549461051,1,0.922161706559587,1,1,-3.13333110576428,0.00518503060874879,0.0572360719937267,0.0685513519097928,1,1
"ICAM3",2.59734994646334,0.0563676944358929,0.417649198334843,2.06380123506584,0.234219395589752,1,-0.628220717724686,1,1,0.912143439138259,1,1,-1.35646310294154,1,1,-0.835180037309293,1,1,-2.41713726153072,0.0469293507731445,0.253284410315629,0.191294146135216,1,1
"CTTNBP2",-0.480248382346023,1,1,-2.1601345955582,0.184573509243208,1,-1.44940106704423,0.883353665261923,1,0.335365790679249,1,1,0.68816050955938,1,1,1.968052190634,0.294372197851304,1,0.398371226813038,1,1,-1.60235150009897,0.327233709868939,0.991338363115265
"ACTL6B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KIF22",0.262469897926977,1,1,-0.62759962902579,1,1,-0.817758717626946,1,1,0.96750976062243,1,1,0.724756935891488,1,1,1.38358580815692,0.998911897866119,1,-1.27615645399586,0.605700655637673,1,-1.66774069068276,0.286101642149201,0.922025215024501
"PRSS22",0.891611524010162,1,1,0.689195198951534,1,1,-0.263658518121794,1,1,-0.0724431575239562,1,1,-0.800702966082394,1,1,-0.617167293979825,1,1,-0.770204675793601,1,1,0.137292488820542,1,1
"YTHDC2",-2.22558322948337,0.156252663293834,0.782752637494146,1.16935247683234,1,1,3.15148413949294,0.00974657908615232,0.194224376116531,-0.264498383949291,1,1,1.49042770476534,0.816670874492534,1,-1.15157070740373,1,1,1.75666837885482,0.236923051047498,0.697765934015132,3.49935544806909,0.00139915321955283,0.0406615451036199
"TMEM161A",1.4831527294881,0.828203022635596,1,0.76492803556537,1,1,-0.761194703522886,1,1,0.938039140385819,1,1,-0.27808122682638,1,1,0.348391371762074,1,1,-1.92009903579414,0.164536173229558,0.558444151420093,-1.27988744916231,0.601754166934232,1
"FOXJ2",2.01854466406934,0.261207404664566,1,-0.0176989769013409,1,1,-1.92954325086263,0.321980736820638,1,-0.260774103063874,1,1,-1.78274827980814,0.44776373008177,1,-0.238472024565095,1,1,-0.629499080999439,1,1,-0.580267381643786,1,1
"GOLGA5",0.740060195073182,1,1,-0.191490031157222,1,1,-0.888412495490269,1,1,-2.08934148075968,0.220061969451243,1,-2.54221273555004,0.0660918639444725,0.733342958066183,-1.8936465341652,0.349631654728127,1,0.594217764930641,1,1,-0.313014400184864,1,1
"PPP2R5B",-1.60663119304318,0.648811773713791,1,-0.990457867310309,1,1,0.543433839415582,1,1,-0.575184543892467,1,1,0.576968152077546,1,1,0.157475676679193,1,1,0.643726090487306,1,1,-0.0764966844696085,1,1
"PYGM",-1.9741683694978,0.2901756079028,1,0.5577608530908,1,1,2.42743376674526,0.0912363784572905,0.712577816234423,-1.11516707360073,1,1,0.426781078237226,1,1,-1.49959019583114,0.802323533216339,1,2.36703750975791,0.0537933461596871,0.276881828053539,3.65961056054415,0.000757796527257697,0.0274624007671902
"BCL3",1.6300268571232,0.618574925163115,1,-0.192845140896889,1,1,-1.72907239787911,0.50277683108721,1,0.855105036066291,1,1,-0.435908103440068,1,1,0.973933036621193,1,1,-2.18335955551876,0.0870280257373882,0.376946840052568,-1.92247936899923,0.16363640137992,0.675095085354452
"PRLH",-1.35777202326583,1,1,0.800543684326903,1,1,2.04317232266312,0.246212295299634,1,-1.20267520919318,1,1,-0.0486871013690753,1,1,-1.79641765740884,0.434568706154121,1,1.43438817028021,0.454384564791379,1,2.37603850750337,0.0524989093369764,0.354468911975157
"FSTL3",0.134391498717003,1,1,-0.37828551452523,1,1,-0.465301647021586,1,1,0.569805519885284,1,1,0.43356039570188,1,1,0.824049479552417,1,1,-0.915598943493245,1,1,-1.19577518259348,0.695352909249756,1
"EPHA8",0.376718386764804,1,1,1.03103026509952,1,1,0.570800665220037,1,1,1.08089329820208,1,1,0.712350827821582,1,1,0.25038750813218,1,1,-0.705173686741624,1,1,0.254187762154725,1,1
"TRIP13",-0.492559561926361,1,1,1.21960916755474,1,1,1.59031221734809,0.670586676531161,1,-0.780878823161021,1,1,-0.347483023588135,1,1,-1.70379291050685,0.530518697558975,1,0.733521099039063,1,1,1.60950279709439,0.322519331644495,0.983436670664166
"VASH1",-0.7024178121621,1,1,0.514874229106202,1,1,1.15713702042876,1,1,1.00855482186244,1,1,1.48984591814775,0.81758852629583,1,0.610943145799309,1,1,-0.327904719837362,1,1,0.736660951258554,1,1
"KRT14",-1.64502746913855,0.599784878855496,1,-1.16034986297165,1,1,0.481702026348192,1,1,0.382628044769649,1,1,1.65552667614995,0.586906259067797,1,1.26883035976231,1,1,1.38036447770792,0.502423354838737,1,-0.29708751069556,1,1
"KRT20",-4.50381783385339,4.0046054539756e-05,0.00353740148434511,-2.56628957051245,0.061675784774373,1,2.25470229423962,0.144912129382213,0.923585533467647,-3.89690367192793,0.000584582093081198,0.0287606773091154,-0.0803106444631906,1,1,-2.00031914624033,0.27279487719049,1,5.6762457490519,4.13048830940197e-08,1.36337456490656e-05,3.20422523075612,0.00406279462973833,0.0759863272829278
"HSD17B10",1.27952977823133,1,1,-1.30163167281208,1,1,-2.38121552645787,0.103533676572886,0.763238743110511,0.700870772250312,1,1,-0.288930457110403,1,1,1.6158115453701,0.636810387575374,1,-1.71689968999606,0.257992504682222,0.735064617412846,-2.6991184558974,0.020857027541309,0.206682885379844
"FGF4",0.345671839324105,1,1,0.0885297878512092,1,1,-0.262137673453452,1,1,0.0966644741197372,1,1,-0.169595525866607,1,1,0.0329319945168996,1,1,-1.14427754070186,0.75752566342241,1,-1.20039853938577,0.689953787614175,1
"ST6GAL1",1.98885838751277,0.280301015731732,1,2.66573602276324,0.0460919921030541,0.956818556149676,0.435271930463719,1,1,1.59318373189006,0.666713877762503,1,-0.0425023464696779,1,1,-0.406976534510336,1,1,-2.35669192543897,0.0553156101203217,0.281932377786948,0.249350511025809,1,1
"TIMM21",0.973036791179062,1,1,-0.417386313051197,1,1,-1.29827072850573,1,1,-1.35929324084399,1,1,-2.01294802621435,0.264720584223975,1,-1.00092863811614,1,1,-0.200723533428322,1,1,-0.857463538988314,1,1
"BPIFB2",2.3672096121972,0.107536672414556,0.62068835950396,0.705423805596851,1,1,-1.64654114985338,0.59791437183644,1,-1.00586166626589,1,1,-2.66344600779803,0.0464068937763039,0.609504107475908,-1.46890034458851,0.851158927072204,1,-1.30178571657184,0.578968943615073,1,-0.419439838220702,1,1
"REXO1",-0.0041455931955332,1,1,2.81983814562444,0.0288287266354204,0.78320869979913,2.51371792933864,0.0716795650158344,0.636894017390693,-0.451653572214784,1,1,-0.411337397741024,1,1,-2.66103658108362,0.0467402959048059,0.816015473240663,0.223062209633561,1,1,3.71476360357128,0.000610181241056821,0.0243943357535732
"MKRN2",2.7468388733648,0.036103612773835,0.31966299586681,3.80871479509517,0.000838145815039743,0.168525830698461,0.790929881140549,1,1,2.98902845943496,0.016791963748984,0.238774180057519,0.737904142557398,1,1,0.119066577040606,1,1,-3.97609350435136,0.000210169766754683,0.00588163984295698,0.566630947463063,1,1
"GPATCH1",0.235008226462742,1,1,-1.48769231246895,0.820992335333225,1,-1.58440832155113,0.678604976686981,1,0.0919138297427574,1,1,-0.0995822170551241,1,1,1.24239172004503,1,1,-0.393713582745504,1,1,-1.93402745497303,0.15932925696477,0.66623788911223
"KEAP1",2.22105058112169,0.158085214059444,0.78833844779396,1.57822041732558,0.687089887591195,1,-0.723511137850467,1,1,2.91522932067094,0.0213256363704021,0.272898300357149,1.0377517594645,1,1,1.67867211364315,0.559295781857118,1,-3.16595964006073,0.00463716716775138,0.0531287871410605,-1.69439917111833,0.270568370796459,0.894012033958474
"P2RY10",-1.17565825186584,1,1,0.6631864424622,1,1,1.7416387789775,0.48943002751444,1,2.67836467886658,0.0443895718737421,0.41851441546879,3.3905978782241,0.00418442078721703,0.214472375115446,2.16791943763111,0.180988899996239,1,-0.8042907203302,1,1,0.0121361460434365,1,1
"TNS1",-0.827379395098687,1,1,-1.83151798753381,0.40213959242168,1,-0.835482495393855,1,1,-1.54390254761132,0.735671657067844,1,-0.792806754563106,1,1,-0.123738474097536,1,1,1.29504913788667,0.58590983708198,1,-0.579938772557921,1,1
"NGFR",-0.0400031669672909,1,1,-0.213144082291515,1,1,-0.156967172409949,1,1,-0.798322529126639,1,1,-0.72502068922477,1,1,-0.616678579260147,1,1,-0.0809852047380777,1,1,0.0378865439640028,1,1
"NTN1",-1.13948054951322,1,1,-1.265672296425,1,1,-0.0321367099409415,1,1,-0.448740138354388,1,1,0.487654989663314,1,1,0.538715371913199,1,1,1.12050911662288,0.787490609546829,1,-0.122627203884916,1,1
"ISOC1",0.859860785229133,1,1,-0.0161634338630598,1,1,-0.824142338273888,1,1,1.41324676464966,0.945499084270808,1,0.648537296284316,1,1,1.36854251552771,1,1,-1.51174930606194,0.391792950456692,0.960696911780224,-1.233928071824,0.651689124082788,1
"MNT",-0.753541504221314,1,1,0.572714590113599,1,1,1.23923424104164,1,1,0.917912615438052,1,1,1.43712140420844,0.904101002026916,1,0.466402450499974,1,1,-0.543353720528619,1,1,0.461081982281864,1,1
"AP3M2",1.04739554096636,1,1,-0.0946304217853817,1,1,-1.05476306226755,1,1,2.29582870820754,0.130114063764532,0.795001140412417,1.32596288057415,1,1,2.25317951350159,0.145486995449453,1,-1.61750867145707,0.317305576212957,0.837868577272446,-1.50730980083308,0.395193799724304,1
"LAPTM4A",-1.63836679256743,0.608071212277612,1,-0.228074658858842,1,1,1.29817394614066,1,1,-0.672910235998393,1,1,0.639207678944005,1,1,-0.457302590486772,1,1,0.94208232387885,1,1,0.662671721872589,1,1
"PTPN18",0.293795178043601,1,1,1.46462885529342,0.858133229717746,1,0.93514097077116,1,1,-0.734471364941274,1,1,-0.879082610059366,1,1,-1.73737577070971,0.493925190597298,1,0.138974157115474,1,1,2.15124735784905,0.0943700426467593,0.497233333036195
"STK10",2.11650880324554,0.20580934374337,0.927818314654719,2.19878653194809,0.167358627591702,1,-0.0554065421644474,1,1,1.97042529823103,0.292737891451201,1,0.168534327648956,1,1,0.222782551699957,1,1,-3.11306009232652,0.00555474939345811,0.0594921139857824,-0.451210806045648,1,1
"TBX21",1.49987207500114,0.801885256762081,1,1.65058279050259,0.592942771876728,1,0.0114292614815114,1,1,0.372992244317561,1,1,-0.794711568425689,1,1,-0.843844064479816,1,1,-1.13785758850751,0.765539859930614,1,0.28845890636057,1,1
"MRPS34",-0.0321091935594661,1,1,0.698123980601408,1,1,0.652221093513193,1,1,-0.353099833506994,1,1,-0.305793702945978,1,1,-0.855881040797723,1,1,-0.37584584278284,1,1,0.704197561290144,1,1
"MAP2K5",-0.19559172323584,1,1,0.197209512699134,1,1,0.364458351976889,1,1,0.439930745410063,1,1,0.567717506000122,1,1,0.268474078392552,1,1,-0.0149045257433686,1,1,-0.543348626330551,1,1
"TIGAR",2.24595038793335,0.148243115215287,0.760860433342479,3.62449649729572,0.00173714966280555,0.226851548530123,1.06196925709669,1,1,4.52144514257082,3.68513265920275e-05,0.00457888168372594,2.46820522848284,0.0814754645650469,0.806555369575477,1.68590563362922,0.550883860109243,1,-4.3393366114734,4.28740426261771e-05,0.00203746079297732,-0.388988361717176,1,1
"FGF20",0.783168660188457,1,1,-0.331563355331781,1,1,-1.01622546779379,1,1,1.57471969228582,0.691926961915009,1,0.859936120929205,1,1,1.74061099514552,0.490510734166434,1,-1.27317973722514,0.608862807383383,1,-1.44616962868061,0.444388890093489,1
"MTMR7",-0.45677738219962,1,1,1.85362299728715,0.382758690656047,1,2.08503448666775,0.222397021322263,1,0.217059314405704,1,1,0.564780639687086,1,1,-1.22752739526672,1,1,0.344674257288729,1,1,2.5029841183385,0.0369453210408285,0.290487872824662
"CPB2",-0.252503894215848,1,1,-0.886863686354478,1,1,-0.55282584101193,1,1,-0.298833089110978,1,1,-0.0774200119294223,1,1,0.395681750860861,1,1,0.163449380755152,1,1,-0.301428837606187,1,1
"FAM107B",2.84040481743606,0.0270337899591045,0.267241752180807,1.60047284286333,0.656962360934557,1,-1.26149512359801,1,1,1.46775803087326,0.853019768299173,1,-0.755644737497551,1,1,0.248493992793227,1,1,-2.52960002582771,0.0342577859023922,0.208163916589043,-1.4621303623888,0.431116469748465,1
"CDK13",0.37353439119296,1,1,-0.271703530898502,1,1,-0.59900269605296,1,1,-1.11718337416908,1,1,-1.33716492469534,1,1,-0.867779859740241,1,1,-0.180496274371872,1,1,-0.611627778238825,1,1
"TSPAN32",0.921267767329036,1,1,-0.586570849818334,1,1,-1.42496344125025,0.925006615396977,1,-0.169060803609632,1,1,-0.93078749995856,1,1,0.30844636977383,1,1,-1.11025211751995,0.800671200396375,1,-1.64680346998858,0.298795343725615,0.944967343351201
"TRAM2",2.45733313996786,0.083983690875274,0.533011885682062,-1.2589914297322,1,1,-3.48269486042574,0.00297836288194616,0.0986582704644665,1.6413895335654,0.604299486737113,1,-0.345042746012491,1,1,2.51868707360069,0.070675974854529,0.964042397756191,-2.69399092768135,0.0211806259268532,0.151124466008784,-3.85540880743526,0.000346609182096524,0.0173442316551082
"CLDN18",1.12036563267917,1,1,3.88230234157793,0.000620832687264348,0.157693411566385,2.51280043361647,0.0718662421116319,0.637427825658368,2.20221913409989,0.165898998637846,0.916845398985008,1.24648904648083,1,1,-0.771582278291673,1,1,-1.84712982675216,0.194184979777648,0.619516096347982,1.70379522577525,0.265258050695342,0.884115496715486
"NDUFB4",3.37617816605685,0.00441001837381165,0.0844275380689798,1.06774707815504,1,1,-2.28193889133706,0.134957689889573,0.888638145502182,3.32666025493508,0.00527360784425879,0.117135447147678,0.685074890752129,1,1,2.49592665733608,0.0753771441336404,0.985745126056661,-4.63503820883892,1.07061466823791e-05,0.00076678335859769,-3.40590973109408,0.00197831937428475,0.0496972367381742
"HEATR6",3.8427196096781,0.00073007071830268,0.0247258255604529,0.518117271354089,1,1,-3.30433863150652,0.00571204584960703,0.141211869980874,0.792137655944967,1,1,-2.37534505990073,0.105195308716581,0.915532259133113,0.376691534070254,1,1,-3.09681035849094,0.00586844917864016,0.0617576629440181,-2.8071584509303,0.0149941951263111,0.168406754281889
"ERLEC1",1.10474318846168,1,1,0.895824966361196,1,1,-0.261190063394148,1,1,3.19906210038167,0.00827252798212505,0.153122870884825,2.21823230834504,0.159233981470734,1,2.50107162269119,0.0742908809243326,0.982877844592734,-2.63732653100601,0.0250687056003327,0.169502585696746,-1.47261113379964,0.422567762761608,1
"TMEM131",-0.478297012123241,1,1,1.1405871735371,1,1,1.44453552751145,0.891530361442494,1,2.43900039052075,0.0883677140452665,0.637639173217657,2.59892804747709,0.0561092235391115,0.674203430656118,1.48396696966416,0.826906101191363,1,-1.17999538239341,0.714006154376121,1,-0.247707970250677,1,1
"TMEM38A",1.22194122238813,1,1,1.96765438059048,0.294646908806376,1,0.589583621597263,1,1,1.72372287689887,0.508547298573263,1,0.68109269190016,1,1,0.218983479516832,1,1,-1.99037103632343,0.139650234120455,0.503433763842632,-0.0589124655442517,1,1
"ACTR6",-2.41437081336567,0.0945744690505096,0.572334677487158,-1.36639613132199,1,1,1.01075873315584,1,1,0.492807131995287,1,1,2.15584020674278,0.18657686841736,1,1.41166091173378,0.94829896740412,1,1.21127502762552,0.677370048713513,1,-0.485830375984344,1,1
"FAP",-1.38736404106048,0.991984704769053,1,-2.21804029299155,0.159312511346337,1,-0.646663782147694,1,1,-1.16308008280109,1,1,-0.0540044336103791,1,1,0.461242088153348,1,1,1.42412422345664,0.463231546239684,1,-0.0228057027293258,1,1
"DMRT3",-0.517347075397635,1,1,0.502676317799573,1,1,0.941314933435797,1,1,-1.41516369501585,0.942123038303045,1,-0.896050327709059,1,1,-1.7594387916651,0.471018047879103,1,1.8171723663972,0.207572174405011,0.644919082380029,2.02291197413618,0.12924667137876,0.594755084615049
"GAL3ST2",0.438171197332976,1,1,2.03785987901209,0.249383687861139,1,1.26496089092805,1,1,-0.302283432642575,1,1,-0.629888239782958,1,1,-1.88761051783729,0.354469542231053,1,-0.44072928974035,1,1,1.9136847561255,0.166981343971519,0.681637512181954
"UHRF1BP1",3.06825503404543,0.0129187666057613,0.168958968028727,0.805942143766994,1,1,-2.24857920230461,0.147235685059392,0.931321198836734,2.26028064786789,0.142823029612593,0.841013270670019,-0.354595984763151,1,1,1.57927379487851,0.685639619120127,1,-2.83353021144452,0.013811086824107,0.112030673154002,-2.45193526139835,0.0426270669682412,0.314448023501996
"OSTM1",0.84902845040846,1,1,3.1402641914601,0.010127732210551,0.482584842398653,1.91732164589484,0.331182489830987,1,0.713546132216895,1,1,-0.00343730416496355,1,1,-1.65294181473875,0.590056235668456,1,-1.10358523858271,0.809319292220727,1,1.60799488908615,0.323508894425886,0.984767280759022
