GO.ID	Description	p.Val	phenoType
Actin-Mediated Cell Contraction (GO:0070252)	Actin-Mediated Cell Contraction 	0.991279850534042	1
Actin-Myosin Filament Sliding (GO:0033275)	Actin-Myosin Filament Sliding 	0.951106450080847	1
Action Potential (GO:0001508)	Action Potential 	0.989512142584773	1
Activation Of GTPase Activity (GO:0090630)	Activation Of GTPase Activity 	0.804520696994344	1
Activation Of NF-kappaB-inducing Kinase Activity (GO:0007250)	Activation Of NF-kappaB-inducing Kinase Activity 	0.943897292661325	1
Activation Of Adenylate Cyclase Activity (GO:0007190)	Activation Of Adenylate Cyclase Activity 	0.910381093642624	-1
Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202)	Activation Of Cysteine-Type Endopeptidase Activity 	0.957414016673119	1
Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919)	Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process 	0.988314762079601	1
Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process By Cytochrome C (GO:0008635)	Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process By Cytochrome C 	0.96632710503721	-1
Activation Of Phospholipase C Activity (GO:0007202)	Activation Of Phospholipase C Activity 	0.984793132234776	1
Activation Of Protein Kinase B Activity (GO:0032148)	Activation Of Protein Kinase B Activity 	0.927857894545631	-1
Activation Of Protein Kinase Activity (GO:0032147)	Activation Of Protein Kinase Activity 	0.984821712300728	1
Activation Of Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0007171)	Activation Of Transmembrane Receptor Protein Tyrosine Kinase Activity 	0.955472950539404	1
Activin Receptor Signaling Pathway (GO:0032924)	Activin Receptor Signaling Pathway 	0.819563548423397	-1
Actomyosin Structure Organization (GO:0031032)	Actomyosin Structure Organization 	0.951106450080847	1
Acute Inflammatory Response (GO:0002526)	Acute Inflammatory Response 	0.801762340876825	-1
Acute-Phase Response (GO:0006953)	Acute-Phase Response 	0.820510101265054	-1
acyl-CoA Biosynthetic Process (GO:0071616)	acyl-CoA Biosynthetic Process 	0.837760481278367	1
acyl-CoA Metabolic Process (GO:0006637)	acyl-CoA Metabolic Process 	0.946989477783091	-1
Acylglycerol Biosynthetic Process (GO:0046463)	Acylglycerol Biosynthetic Process 	0.951106450080847	1
Acylglycerol Catabolic Process (GO:0046464)	Acylglycerol Catabolic Process 	0.866746687514359	1
Acylglycerol Homeostasis (GO:0055090)	Acylglycerol Homeostasis 	0.990171474475642	-1
Acylglycerol Metabolic Process (GO:0006639)	Acylglycerol Metabolic Process 	0.745920718829316	1
Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460)	Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains 	0.837760481278367	1
Adenine Nucleotide Transport (GO:0051503)	Adenine Nucleotide Transport 	0.993906937266155	1
Adenosine Metabolic Process (GO:0046085)	Adenosine Metabolic Process 	0.96632710503721	-1
Adenosine To Inosine Editing (GO:0006382)	Adenosine To Inosine Editing 	0.999387686865335	-1
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)	Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway 	0.839281744040966	1
Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880)	Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway 	0.874417338485137	-1
Adenylate Cyclase-Activating Dopamine Receptor Signaling Pathway (GO:0007191)	Adenylate Cyclase-Activating Dopamine Receptor Signaling Pathway 	0.986839141005072	-1
Adenylate Cyclase-Inhibiting G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007197)	Adenylate Cyclase-Inhibiting G Protein-Coupled Acetylcholine Receptor Signaling Pathway 	0.718301723754782	1
Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)	Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway 	0.933041266228207	1
Adenylate Cyclase-Inhibiting Serotonin Receptor Signaling Pathway (GO:0007198)	Adenylate Cyclase-Inhibiting Serotonin Receptor Signaling Pathway 	0.970809620092898	1
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway 	0.904346885405672	1
Adherens Junction Assembly (GO:0034333)	Adherens Junction Assembly 	0.943897292661325	-1
Adherens Junction Maintenance (GO:0034334)	Adherens Junction Maintenance 	0.991279850534042	1
Adherens Junction Organization (GO:0034332)	Adherens Junction Organization 	0.941816966149539	-1
Adiponectin-Activated Signaling Pathway (GO:0033211)	Adiponectin-Activated Signaling Pathway 	0.979614096421189	-1
Adipose Tissue Development (GO:0060612)	Adipose Tissue Development 	0.855555205764686	-1
Adrenal Gland Development (GO:0030325)	Adrenal Gland Development 	0.764588387422014	1
Adrenergic Receptor Signaling Pathway (GO:0071875)	Adrenergic Receptor Signaling Pathway 	0.863478578441017	-1
Adult Feeding Behavior (GO:0008343)	Adult Feeding Behavior 	0.724284823930662	-1
Adult Heart Development (GO:0007512)	Adult Heart Development 	0.968875942473568	-1
Adult Locomotory Behavior (GO:0008344)	Adult Locomotory Behavior 	0.736729640058239	1
Aerobic Electron Transport Chain (GO:0019646)	Aerobic Electron Transport Chain 	0.718301723754782	1
Aerobic Respiration (GO:0009060)	Aerobic Respiration 	0.718301723754782	1
Aggrephagy (GO:0035973)	Aggrephagy 	0.917009770855648	-1
Alanine Transport (GO:0032328)	Alanine Transport 	0.720046295742379	1
Alcohol Catabolic Process (GO:0046164)	Alcohol Catabolic Process 	0.894153196641317	1
Aldehyde Biosynthetic Process (GO:0046184)	Aldehyde Biosynthetic Process 	0.991279850534042	1
Aldehyde Catabolic Process (GO:0046185)	Aldehyde Catabolic Process 	0.910381093642624	1
Alditol Metabolic Process (GO:0019400)	Alditol Metabolic Process 	0.720046295742379	1
Alpha-Amino Acid Biosynthetic Process (GO:1901607)	Alpha-Amino Acid Biosynthetic Process 	0.839281744040966	-1
Alpha-Amino Acid Catabolic Process (GO:1901606)	Alpha-Amino Acid Catabolic Process 	0.839281744040966	-1
Alpha-Amino Acid Metabolic Process (GO:1901605)	Alpha-Amino Acid Metabolic Process 	0.844500362256547	-1
Alpha-Beta T Cell Activation (GO:0046631)	Alpha-Beta T Cell Activation 	0.944937312280748	-1
Alpha-Linolenic Acid Metabolic Process (GO:0036109)	Alpha-Linolenic Acid Metabolic Process 	0.665971269391304	-1
Alternative mRNA Splicing, Via Spliceosome (GO:0000380)	Alternative mRNA Splicing, Via Spliceosome 	0.83291343361282	-1
Ameboidal-Type Cell Migration (GO:0001667)	Ameboidal-Type Cell Migration 	0.916949750510888	1
Amide Biosynthetic Process (GO:0043604)	Amide Biosynthetic Process 	0.944937312280748	1
Amide Transport (GO:0042886)	Amide Transport 	0.985660295438507	1
Amine Metabolic Process (GO:0009308)	Amine Metabolic Process 	0.977237823982496	1
Amine Transport (GO:0015837)	Amine Transport 	0.991695293157983	-1
Amino Acid Catabolic Process (GO:0009063)	Amino Acid Catabolic Process 	0.443277664918059	-1
Amino Acid Import Across Plasma Membrane (GO:0089718)	Amino Acid Import Across Plasma Membrane 	0.978664671014649	1
Amino Acid Transmembrane Transport (GO:0003333)	Amino Acid Transmembrane Transport 	0.843642888884263	1
Amino Acid Transport (GO:0006865)	Amino Acid Transport 	0.86266533198932	1
Amino Sugar Biosynthetic Process (GO:0046349)	Amino Sugar Biosynthetic Process 	0.79426722250674	-1
Amino Sugar Catabolic Process (GO:0046348)	Amino Sugar Catabolic Process 	0.876254482450606	-1
Amino Sugar Metabolic Process (GO:0006040)	Amino Sugar Metabolic Process 	0.966675843388635	1
Amino-Acid Betaine Metabolic Process (GO:0006577)	Amino-Acid Betaine Metabolic Process 	0.799811856466869	-1
Amino-Acid Betaine Transport (GO:0015838)	Amino-Acid Betaine Transport 	0.95186865471392	1
Aminoglycan Biosynthetic Process (GO:0006023)	Aminoglycan Biosynthetic Process 	0.839214496290634	-1
Aminoglycan Catabolic Process (GO:0006026)	Aminoglycan Catabolic Process 	0.992224930482182	1
Aminoglycan Metabolic Process (GO:0006022)	Aminoglycan Metabolic Process 	0.95799610074223	-1
Aminophospholipid Transport (GO:0015917)	Aminophospholipid Transport 	0.992224930482182	-1
Ammonium Homeostasis (GO:0097272)	Ammonium Homeostasis 	0.718301723754782	1
Ammonium Transmembrane Transport (GO:0072488)	Ammonium Transmembrane Transport 	0.718301723754782	1
Amylin Receptor Signaling Pathway (GO:0097647)	Amylin Receptor Signaling Pathway 	0.992224930482182	1
Amyloid Fibril Formation (GO:1990000)	Amyloid Fibril Formation 	0.718301723754782	-1
Amyloid Precursor Protein Catabolic Process (GO:0042987)	Amyloid Precursor Protein Catabolic Process 	0.921599224331636	-1
Amyloid Precursor Protein Metabolic Process (GO:0042982)	Amyloid Precursor Protein Metabolic Process 	0.637695384497163	-1
Amyloid-Beta Formation (GO:0034205)	Amyloid-Beta Formation 	0.983757047798738	1
Amyloid-Beta Metabolic Process (GO:0050435)	Amyloid-Beta Metabolic Process 	0.966675843388635	-1
Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145)	Anaphase-Promoting Complex-Dependent Catabolic Process 	0.944937312280748	-1
Androgen Biosynthetic Process (GO:0006702)	Androgen Biosynthetic Process 	0.801762340876825	1
Androgen Receptor Signaling Pathway (GO:0030521)	Androgen Receptor Signaling Pathway 	0.904346885405672	-1
Angiogenesis Involved In Wound Healing (GO:0060055)	Angiogenesis Involved In Wound Healing 	0.992579136856919	-1
Angiotensin Maturation (GO:0002003)	Angiotensin Maturation 	0.894153196641317	-1
Angiotensin-Activated Signaling Pathway (GO:0038166)	Angiotensin-Activated Signaling Pathway 	0.976000105236186	1
Anoikis (GO:0043276)	Anoikis 	0.978664671014649	-1
Anterior/Posterior Axis Specification (GO:0009948)	Anterior/Posterior Axis Specification 	0.976891366277035	1
Anterior/Posterior Axis Specification, Embryo (GO:0008595)	Anterior/Posterior Axis Specification, Embryo 	0.932217129794613	1
Anterior/Posterior Pattern Specification (GO:0009952)	Anterior/Posterior Pattern Specification 	0.637695384497163	-1
Anterograde Axonal Protein Transport (GO:0099641)	Anterograde Axonal Protein Transport 	0.992224930482182	-1
Anterograde Axonal Transport (GO:0008089)	Anterograde Axonal Transport 	0.917009770855648	1
Anterograde Dendritic Transport (GO:0098937)	Anterograde Dendritic Transport 	0.910544550690258	-1
Anterograde Synaptic Vesicle Transport (GO:0048490)	Anterograde Synaptic Vesicle Transport 	0.883379877536872	1
Anterograde Trans-Synaptic Signaling (GO:0098916)	Anterograde Trans-Synaptic Signaling 	0.839214496290634	1
Antibacterial Humoral Response (GO:0019731)	Antibacterial Humoral Response 	0.888751400024991	-1
Antifungal Innate Immune Response (GO:0061760)	Antifungal Innate Immune Response 	0.944937312280748	-1
Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483)	Antigen Processing And Presentation Of Endogenous Peptide Antigen 	0.979614096421189	-1
Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I (GO:0019885)	Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I 	0.949029105436374	-1
Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway (GO:0002484)	Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway 	0.989903511867112	1
Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway, TAP-independent (GO:0002486)	Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway, TAP-independent 	0.989903511867112	1
Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class Ib (GO:0002476)	Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class Ib 	0.989903511867112	1
Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)	Antigen Processing And Presentation Of Exogenous Peptide Antigen 	0.876254482450606	-1
Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class I (GO:0042590)	Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class I 	0.976891366277035	1
Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)	Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II 	0.944543937514806	-1
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474)	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I 	0.711433981125006	-1
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II 	0.936525535222874	-1
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class Ib (GO:0002428)	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class Ib 	0.989903511867112	1
Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	Antigen Receptor-Mediated Signaling Pathway 	0.951106450080847	-1
Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844)	Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide 	0.919566242524685	-1
Antimicrobial Humoral Response (GO:0019730)	Antimicrobial Humoral Response 	0.949934642238676	-1
Antiviral Innate Immune Response (GO:0140374)	Antiviral Innate Immune Response 	0.906917793806139	1
Aorta Development (GO:0035904)	Aorta Development 	0.979614096421189	-1
Aorta Morphogenesis (GO:0035909)	Aorta Morphogenesis 	0.918969268978968	-1
Aortic Valve Development (GO:0003176)	Aortic Valve Development 	0.801762340876825	-1
Aortic Valve Morphogenesis (GO:0003180)	Aortic Valve Morphogenesis 	0.862043466651724	-1
Apical Junction Assembly (GO:0043297)	Apical Junction Assembly 	0.897204902389042	1
Apical Protein Localization (GO:0045176)	Apical Protein Localization 	0.962314338222431	-1
Apoptotic DNA Fragmentation (GO:0006309)	Apoptotic DNA Fragmentation 	0.872042462308988	-1
Apoptotic Cell Clearance (GO:0043277)	Apoptotic Cell Clearance 	0.992224930482182	1
Apoptotic Mitochondrial Changes (GO:0008637)	Apoptotic Mitochondrial Changes 	0.897372273246126	-1
Apoptotic Nuclear Changes (GO:0030262)	Apoptotic Nuclear Changes 	0.944937312280748	-1
Apoptotic Process (GO:0006915)	Apoptotic Process 	0.980730884784199	-1
Arachidonate Transport (GO:1903963)	Arachidonate Transport 	0.718301723754782	1
Arachidonic Acid Metabolic Process (GO:0019369)	Arachidonic Acid Metabolic Process 	0.908514832635788	1
Arachidonic Acid Secretion (GO:0050482)	Arachidonic Acid Secretion 	0.718301723754782	1
Arginine Catabolic Process (GO:0006527)	Arginine Catabolic Process 	0.979614096421189	1
Arginine Metabolic Process (GO:0006525)	Arginine Metabolic Process 	0.992224930482182	-1
Aromatic Amino Acid Family Catabolic Process (GO:0009074)	Aromatic Amino Acid Family Catabolic Process 	0.863478578441017	-1
Aromatic Amino Acid Transport (GO:0015801)	Aromatic Amino Acid Transport 	0.916464239059534	-1
Aromatic Compound Biosynthetic Process (GO:0019438)	Aromatic Compound Biosynthetic Process 	0.975673539122783	-1
Aromatic Compound Catabolic Process (GO:0019439)	Aromatic Compound Catabolic Process 	0.986568635130481	1
Artery Development (GO:0060840)	Artery Development 	0.82147622877195	1
Artery Morphogenesis (GO:0048844)	Artery Morphogenesis 	0.996847616328623	1
Aspartate Family Amino Acid Biosynthetic Process (GO:0009067)	Aspartate Family Amino Acid Biosynthetic Process 	0.941343089047581	1
Aspartate Family Amino Acid Catabolic Process (GO:0009068)	Aspartate Family Amino Acid Catabolic Process 	0.951106450080847	-1
Aspartate Family Amino Acid Metabolic Process (GO:0009066)	Aspartate Family Amino Acid Metabolic Process 	0.979614096421189	-1
Aspartate Metabolic Process (GO:0006531)	Aspartate Metabolic Process 	0.818448031610543	-1
Aspartate Transmembrane Transport (GO:0015810)	Aspartate Transmembrane Transport 	0.591134078120493	1
Associative Learning (GO:0008306)	Associative Learning 	0.992224930482182	-1
Astral Microtubule Organization (GO:0030953)	Astral Microtubule Organization 	0.864190578133618	1
Astrocyte Activation (GO:0048143)	Astrocyte Activation 	0.897204902389042	-1
Astrocyte Development (GO:0014002)	Astrocyte Development 	0.991279850534042	-1
Astrocyte Differentiation (GO:0048708)	Astrocyte Differentiation 	0.988826197818759	-1
Atrial Cardiac Muscle Cell Action Potential (GO:0086014)	Atrial Cardiac Muscle Cell Action Potential 	0.944937312280748	-1
Atrial Cardiac Muscle Cell To AV Node Cell Signaling (GO:0086026)	Atrial Cardiac Muscle Cell To AV Node Cell Signaling 	0.951106450080847	-1
Atrial Cardiac Muscle Tissue Development (GO:0003228)	Atrial Cardiac Muscle Tissue Development 	0.979614096421189	1
Atrial Septum Development (GO:0003283)	Atrial Septum Development 	0.944937312280748	-1
Atrial Septum Morphogenesis (GO:0060413)	Atrial Septum Morphogenesis 	0.665971269391304	-1
Atrioventricular Valve Development (GO:0003171)	Atrioventricular Valve Development 	0.992224930482182	-1
Atrioventricular Valve Formation (GO:0003190)	Atrioventricular Valve Formation 	0.978664671014649	-1
Atrioventricular Valve Morphogenesis (GO:0003181)	Atrioventricular Valve Morphogenesis 	0.84191364980781	-1
Attachment Of GPI Anchor To Protein (GO:0016255)	Attachment Of GPI Anchor To Protein 	0.986568635130481	1
Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:0051315)	Attachment Of Mitotic Spindle Microtubules To Kinetochore 	0.214674416945213	1
Auditory Behavior (GO:0031223)	Auditory Behavior 	0.992224930482182	-1
Auditory Receptor Cell Morphogenesis (GO:0002093)	Auditory Receptor Cell Morphogenesis 	0.897209558755688	1
Auditory Receptor Cell Stereocilium Organization (GO:0060088)	Auditory Receptor Cell Stereocilium Organization 	0.897209558755688	1
Autocrine Signaling (GO:0035425)	Autocrine Signaling 	0.822228088183133	-1
